Customer ID,Churn Category
2453-SAFNS,0
6481-LXPWL,0
8775-ERLNB,0
1555-HAPSU,0
0885-HMGPY,0
1041-RXHRA,0
9095-HFAFX,0
0285-INHLN,0
8909-BOLNL,0
6252-DFGTK,0
6734-PSBAW,0
0235-KGSLC,0
7752-XUSCI,1
8082-GHXOP,0
1635-NZATJ,0
3120-FAZKD,0
6854-EXGSF,0
0225-ZORZP,0
4482-EWFMI,0
0967-BMLBD,0
6728-WYQBC,0
1897-OKVMW,0
3235-ETOOB,0
3717-OEAUQ,0
1177-XZBJL,0
3714-NTNFO,0
9398-MMQTO,0
0191-ZHSKZ,0
2364-UFROM,0
7601-GNDYK,0
6595-COKXZ,0
2085-JVGAD,1
8404-FYDIB,3
9365-SRSZE,0
4115-UMJFQ,0
5968-HYJRZ,0
4351-QLCSU,0
8327-WKMIE,3
5524-KHNJP,0
5896-NPFWW,0
5976-JCJRH,0
5039-LZRQT,0
0537-QYZZN,0
0939-YAPAF,2
9473-CBZOP,0
5868-YTYKS,0
8185-UPYBR,0
9770-LXDBK,0
6439-GTPCA,0
6484-LATFU,0
5472-CVMDX,1
9548-LERKT,0
0691-IFBQW,0
7205-BAIAD,0
1480-BKXGA,0
4942-VZZOM,0
0265-PSUAE,0
6198-ZFIOJ,1
3717-OFRTN,0
3536-IQCTX,0
4795-UXVCJ,0
9717-QEBGU,1
9921-QFQUL,0
0620-XEFWH,0
1403-LKLIK,0
4334-HOWRP,0
2272-JKMSI,1
3682-YEUWS,0
8000-REIQB,0
7130-YXBRO,0
7008-LZVOZ,0
2267-FPIMA,0
3547-LQRIK,0
5061-PBXFW,0
9814-AOUDH,0
5032-MIYKT,0
8242-PDSGJ,0
7338-ERIVA,0
1755-FZQEC,0
8902-ZEOVF,0
9249-FXSCK,0
1696-MZVAU,0
6202-DYYFX,1
0880-TKATG,0
4836-WNFNO,0
5651-YLPRD,0
5276-KQWHG,0
8563-OYMQY,1
6122-LJADA,1
2507-QZPQS,0
2209-XADXF,0
3161-ONRWK,1
9776-CLUJA,0
0048-LUMLS,0
9494-BDNNC,1
3911-RSNHI,0
5918-VUKWP,0
2348-KCJLT,0
6575-SUVOI,2
7868-TMWMZ,0
0682-USIXD,0
5499-ECUTN,0
7291-CDTMJ,0
6103-QCKFX,0
8260-NGFNY,0
4765-OXPPD,0
8207-DMRVL,0
5504-WSIUR,0
1444-VVSGW,0
9408-SSNVZ,0
7124-UGSUR,5
0625-AFOHS,0
0988-AADSA,0
5747-PMBSQ,0
6963-EZQEE,0
9435-JMLSX,0
8849-AYPTR,0
6582-PLFUU,0
2962-XPMCQ,0
3696-DFHHB,0
4815-YOSUK,0
3077-RSNTJ,1
4883-QICIH,0
9541-ZPSEA,0
2332-TODQS,1
4091-TVOCN,0
4911-BANWH,0
7779-LGOVN,1
0549-CYCQN,0
3440-JPSCL,0
4778-IZARL,1
8519-IMDHU,1
3453-RTHJQ,0
5995-LFTLE,4
9565-FLVCG,0
3071-MVJCD,0
7853-OETYL,1
5895-QSXOD,1
6023-YEBUP,0
8898-KASCD,0
6377-KSLXC,1
7746-AWNQW,0
4079-WWQQQ,1
2792-LSHWX,0
7054-DMVAS,3
8398-TBIYD,0
9565-JSNFM,0
5676-CFLYY,0
5032-USPKF,0
0118-JPNOY,1
4056-QHXHZ,0
9743-DQKQW,0
5201-FRKKS,0
2528-HFYZX,1
6481-OGDOO,1
4429-WYGFR,0
8087-LGYHQ,0
8344-WFMFH,0
9371-BITHB,0
8008-HAWED,0
0334-ZFJSR,0
9227-YBAXE,2
2065-MMKGR,0
4685-ERGHK,0
0504-HHAPI,1
9746-UGFAC,0
9518-XXBXE,0
2650-GYRYL,0
0697-ZMSWS,0
2309-OSFEU,0
8345-MVDYC,0
9965-YOKZB,0
3160-TYXLT,1
7142-HVGBG,4
8232-UTFOZ,0
6485-QXWWE,0
9624-EGDEQ,1
6583-SZVGP,1
9722-UJOJR,0
5567-GZKQY,1
3063-QFSZL,0
6416-JNVRK,0
0786-VSSUD,2
9912-GVSEQ,0
2378-HTWFW,0
2530-FMFXO,0
5057-LCOUI,0
1574-DYCWE,0
8873-TMKGR,0
6956-SMUCM,5
4194-WHFCB,0
0207-MDKNV,0
2842-BCQGE,0
6168-YBYNP,0
2587-YNLES,0
8166-ORCHU,0
9028-LIHRP,0
1304-NECVQ,0
0835-JKADZ,2
5656-MJEFC,0
5989-OMNJE,0
1095-JUDTC,0
6980-IMXXE,0
4495-LHSSK,1
2410-CIYFZ,3
2889-FPWRM,0
6100-FJZDG,0
5597-GLBUC,0
7711-YIJWC,0
9659-ZTWSM,0
7137-NAXML,0
2720-FVBQP,0
9046-DQMTP,1
0536-ESJEP,0
2235-ZGKPT,0
4195-NZGTA,0
8404-VIOMB,1
1918-ZBFQJ,0
5199-FPUSP,0
1575-KRZZE,0
7182-OVLBJ,0
3801-HMYNL,1
6872-HXFNF,0
3528-HFRIQ,0
1090-PYKCI,1
9862-KJTYK,0
9670-BPNXF,0
7610-TVOPG,0
9286-BHDQG,0
5505-OVWQW,0
0475-RIJEP,1
0206-TBWLC,0
9575-IWCAZ,2
9501-UKKNL,0
0348-SDKOL,3
7343-EOBEU,0
0946-CLJTI,0
4472-VESGY,0
8129-GMVGI,0
6458-CYIDZ,0
7603-USHJS,1
6923-AQONU,0
8406-LNMHF,0
2108-YKQTY,0
1423-BMPBQ,0
4143-OOBWZ,0
0384-LPITE,1
2105-PHWON,0
6051-PTVNS,1
2778-OCLGR,3
5288-AHOUP,0
2782-LFZVW,0
2091-RFFBA,0
1972-XMUWV,0
8404-GFGCZ,0
3137-LUPIX,5
0778-NELLA,1
0396-YCHWO,0
8945-GRKHX,0
5666-CYCYZ,0
4654-DLAMQ,0
3768-VHXQO,3
5982-FPVQN,1
1194-SPVSP,0
1240-KNSEZ,4
0018-NYROU,0
3221-CJMSG,0
3753-TSEMP,0
0137-UDEUO,0
5136-RGMZO,0
0512-FLFDW,0
4776-XSKYQ,2
0151-ONTOV,0
1459-QNFQT,0
6122-EFVKN,0
5791-KAJFD,0
8999-BOHSE,0
1223-UNPKS,0
8263-OKETD,0
5331-RGMTT,1
6917-IAYHD,0
2234-XADUH,0
5572-ZDXHY,0
8565-HBFNN,0
1448-PWKYE,0
8879-XUAHX,0
7128-GGCNO,0
1116-FRYVH,0
1061-PNTHC,0
9755-JHNMN,0
3030-ZKIWL,0
5996-NRVXR,1
2371-JUNGC,1
4992-LTJNE,0
8626-PTQGE,3
0839-QNXME,0
6898-RBTLU,1
9330-VOFSZ,0
4829-AUOAX,0
1730-VFMWO,1
7734-DBOAI,0
9488-FYQAU,1
2227-JRSJX,3
5066-GFJMM,2
3658-QQJYD,0
3057-VJJQE,0
3429-IFLEM,0
4518-FZBSX,0
3173-WSSUE,3
8219-VYBVI,0
9114-AAFQH,1
9451-WLYRI,0
0886-QGENL,1
3466-RITXD,0
5356-RHIPP,0
8148-BPLZQ,0
4946-EDSEW,0
6578-KRMAW,0
8245-UMPYT,1
8884-MRNSU,0
4980-URKXC,0
7760-OYPDY,2
2305-MRGLV,0
1501-SGHBW,1
3538-WZPHD,0
3318-OSATS,1
2731-GJRDG,0
9924-JPRMC,0
7156-MHUGY,0
2873-ZLIWT,2
3577-AMVUX,1
6143-JQKEA,0
2988-GBIVW,0
6166-YIPFO,1
2892-GESUL,0
3707-LRWZD,0
3164-AALRN,0
3009-JWMPU,0
4623-ZKHLY,2
7975-JMZNT,0
2609-IAICY,1
7083-YNSKY,0
7009-LGECI,0
4476-OSWTN,0
4503-BDXBD,0
5028-GZLDO,0
6918-UMQCG,0
2040-XBAVJ,0
0436-TWFFZ,0
9850-OWRHQ,0
5780-INQIK,0
2672-HUYVI,0
1684-FLBGS,0
2150-OEGBV,0
4735-BJKOU,1
8519-QJGJD,0
4329-YPDDQ,0
4718-WXBGI,0
3807-BPOMJ,0
0345-HKJVM,0
6641-XRPSU,1
4227-OJHAL,0
9253-VIFJQ,0
9070-BCKQP,0
7067-KSAZT,2
0516-WJVXC,0
8901-HJXTF,0
6034-YMTOB,0
9274-CNFMO,0
9467-ROOLM,0
3889-VWBID,1
5562-YJQGT,0
0495-ZBNGW,1
3283-WCWXT,0
3797-VTIDR,0
4522-XRWWI,0
5151-HQRDG,0
6357-JJPQT,4
8966-KZXXA,1
5960-WPXQM,0
7159-NOKYQ,0
0330-BGYZE,0
6270-OMFIW,0
4925-LMHOK,0
9134-CEQMF,1
6198-RTPMF,0
3590-TCXTB,1
0607-DAAHE,0
4441-NIHPT,5
6900-RBKER,0
6112-KTHFQ,0
6898-MDLZW,4
9253-QXKBE,0
6177-PEVRA,1
1810-MVMAI,0
2834-SPCJV,0
3207-OYBWH,0
1353-GHZOS,0
6243-OZGFH,0
5702-SKUOB,0
5382-SOYZL,0
6754-LZUKA,0
6698-OXETB,0
2860-RANUS,0
4011-ARPHK,0
9257-AZMTZ,1
6134-KWTBV,0
1465-WCZVT,0
8276-MQBYC,1
1265-HVPZB,0
3800-LYTRK,0
1430-SFQSA,2
5075-JSDKI,0
0322-CHQRU,1
9578-VRMNM,0
2402-TAIRZ,0
1685-BQULA,0
4565-EVZMJ,0
2452-MRMZF,0
8229-BUJHX,0
8903-WMRNW,1
4827-LTQRJ,2
9522-BNTHX,0
9940-HPQPG,0
6360-SVNWV,0
5698-BQJOH,0
4193-ORFCL,0
9110-HSGTV,0
3956-CJUST,0
9137-UIYPG,1
8775-CEBBJ,0
0813-TAXXS,1
5899-OUVKV,0
8544-GOQSH,0
4890-VMUAV,0
9415-ZNBSX,0
5138-WVKYJ,0
2956-GGUCQ,0
9584-EXCDZ,3
8806-EAGWC,0
1293-HHSHJ,0
9327-QSDED,0
0064-SUDOG,0
0052-DCKON,0
7943-RQCHR,0
2926-JEJJC,1
7176-WRTNX,0
2482-CZGBB,2
0931-MHTEM,0
2810-FTLEM,0
2468-SJFLM,1
8868-WOZGU,0
3571-DPYUH,1
9544-PYPSJ,0
1591-XWLGB,1
1120-BMWUB,1
4742-TXUEX,0
0264-CNITK,0
5386-THSLQ,0
1779-PWPMG,0
6169-PGNCD,0
9742-XOKTS,2
2038-OEQZH,0
0048-PIHNL,0
8107-KNCIM,0
2067-QYTCF,0
5010-IPEAQ,3
0871-URUWO,0
7730-CLDSV,0
0422-OHQHQ,0
3544-FBCAS,0
9492-TOKRI,0
6907-CQGPN,0
4822-YCXMX,3
4698-KVLLG,0
3426-NIYYL,0
7017-VFHAY,0
8204-YJCLA,0
6888-SBYAI,0
5793-YOLJN,3
5108-ADXWO,0
9919-YLNNG,0
6729-FZWSY,0
1960-UYCNN,0
2626-VEEWG,0
7593-JNWRU,2
4353-HYOJD,0
6203-HBZPA,0
4547-FZJWE,1
7469-LKBCI,1
0406-BPDVR,0
0121-SNYRK,2
8237-ULIXL,0
6181-AXXYF,0
8434-PNQZX,0
6559-ILWKJ,0
5663-QBGIS,0
6844-DZKRF,0
4576-CSAJH,1
0442-TDYUO,0
2474-BRUCM,0
6905-NIQIN,0
3990-QYKBE,3
1891-UAWWU,0
4950-BDEUX,0
0461-CVKMU,0
2987-BJXIK,3
9191-MYQKX,0
1965-AKTSX,1
5016-LIPDW,0
0369-ZGOVK,0
3785-NRHYR,0
1097-FSPVW,1
5816-QVHRX,0
3745-HRPHI,0
8285-ABVLB,0
3230-IUALN,0
8640-SDGKB,1
3108-PCCGG,0
8258-GSTJK,1
2000-DHJUY,3
4967-WPNCF,0
4486-EFAEB,0
1852-XEMDW,0
7629-WFGLW,0
1057-FOGLZ,0
6999-CHVCF,0
7016-NVRIC,0
4299-OPXEJ,5
7445-WMRBW,1
4335-UPJSI,0
3296-SILRA,5
6080-TCMYC,0
5599-HVLTW,0
1421-HCERK,0
3813-DHBBB,0
7488-MXJIV,0
2642-DTVCO,0
3896-RCYYE,0
3034-ZBEQN,0
5197-LQXXH,0
7789-HKSBS,0
0386-CWRGM,0
3873-WOSBC,0
5175-AOBHI,0
2495-INZWQ,1
5240-IJOQT,0
9577-WJVCQ,0
9699-UBQFS,0
8859-AXJZP,0
7858-GTZSP,0
4680-KUTAJ,0
4893-GYUJU,0
1080-BWSYE,0
3143-JQEGI,1
6786-OBWQR,0
6693-FRIRW,2
9689-PTNPG,0
7315-WYOAW,0
5027-XWQHA,0
8849-PRIQJ,0
4791-QRGMF,1
8250-ZNGGW,0
3096-YXENJ,3
8985-OOPOS,0
0196-VULGZ,0
0795-XCCTE,1
5346-BZCHP,0
4707-MAXGU,0
5260-UMPWX,0
3717-FDJFU,0
9033-EOXWV,1
0562-HKHML,0
9591-YVTEB,0
6500-JVEGC,0
5495-GPSRW,0
2832-SCUCO,0
4654-GGUII,4
0292-WEGCH,0
6923-JHPMP,0
7629-WIXZF,0
9625-QSTYE,0
1184-PJVDB,0
6919-ELBGL,0
2612-RRIDN,0
1583-IHQZE,3
2478-EEWWM,0
0310-MVLET,2
6447-GORXK,0
7718-RXDGG,0
4763-PGDPO,0
7622-NXQZR,0
1565-RHDJD,0
9917-KWRBE,0
8263-JQAIK,0
5173-ZXXXL,0
8884-ADFVN,0
2754-VDLTR,0
5307-UVGNB,0
3722-WPXTK,0
3786-WOVKF,0
7781-HVGMK,0
3908-BLSYF,0
1670-SVOWZ,0
0572-ZJKLT,0
1813-JLKWR,0
8778-LMWTJ,2
4837-PZTIC,3
2669-QVCRG,0
1353-LJWEM,1
0875-CABNR,0
1465-LNTLJ,0
7795-CFOCW,0
5956-YHHRX,0
3345-JHUEO,0
6925-BAYGL,1
9643-AVVWI,0
4611-ANLQC,0
2603-HVKCG,2
1393-IMKZG,0
4584-LBNMK,0
9860-LISIZ,1
5419-CONWX,3
5803-NQJZO,0
0219-QAERP,0
2460-NGXBJ,1
9430-NKQLY,0
3891-NLXJB,1
9600-UDOPK,0
0256-LTHVJ,2
7018-FPXHH,0
7952-OBOYL,0
8259-DZLIZ,0
2815-CPTUL,0
1226-JZNKR,0
6121-TNHBO,0
9798-DRYDS,3
3096-IZETN,2
2812-ENYMO,0
1791-PQHBB,1
2883-ILGWO,1
5868-YWPDW,0
1635-FJFCC,0
4910-AQFFX,0
3351-NQLDI,0
5686-CMAWK,0
6516-NKQBO,0
5424-RLQLC,0
3374-PZLXD,0
7794-JASDG,0
1202-KKGFU,0
9220-ZNKJI,0
2476-YGEFM,0
0362-RAOQO,0
8661-BOYNW,1
6794-HKIAJ,0
0195-IESCP,0
4106-HADHQ,0
2888-ADFAO,0
4873-ILOLJ,0
4232-JGKIY,0
8908-NMQTX,0
6040-CGACY,1
8198-RKSZG,0
8552-OBVRU,0
0673-IGUQO,0
1987-AUELQ,0
3594-BDSOA,0
5071-FBJFS,1
7765-LWVVH,0
1293-BSEUN,0
7037-MTYVW,0
4587-VVTOX,0
7716-YTYHG,2
7649-PHJVR,1
7855-DIWPO,0
8197-BFWVU,0
>>>>>>> master
